track_id,name,artist,tags,genre,playcount,text
TRZIOZV128F92FD03B,Free Fallin',Tom Petty,"rock, classic_rock, singer_songwriter, 80s",Rock,1.0,"Tom Petty rock, classic_rock, singer_songwriter, 80s Rock"
TRRLCEQ12903CEA634,She Doesn't Get It,The Format,"indie, indie_pop, love",Rock,1.0,"The Format indie, indie_pop, love Rock"
TRXIXSP128F42A04EC,Everything'll Be Alright (Will's Lullaby),Joshua Radin,"folk, singer_songwriter, acoustic, mellow, chill",Folk,1.0,"Joshua Radin folk, singer_songwriter, acoustic, mellow, chill Folk"
TRJZRTR128F9314B42,Perfectly Lonely,John Mayer,"rock, indie, pop, singer_songwriter, blues, american, male_vocalists, love, 00s, mellow, pop_rock, blues_rock",,1.0,"John Mayer rock, indie, pop, singer_songwriter, blues, american, male_vocalists, love, 00s, mellow, pop_rock, blues_rock "
TRRDYQW128F9302C5D,My Lover's Gone,Dido,"pop, female_vocalists, singer_songwriter, british, chillout",Pop,1.0,"Dido pop, female_vocalists, singer_songwriter, british, chillout Pop"
TRONYHY128F92C9D11,Revelry,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock, male_vocalists, beautiful, 00s, mellow",Rock,1.0,"Kings of Leon rock, alternative, indie, alternative_rock, indie_rock, male_vocalists, beautiful, 00s, mellow Rock"
TRMCIXG128F92E36EB,Rage!,Chromeo,"electronic, funk, electro",Electronic,1.0,"Chromeo electronic, funk, electro Electronic"
TRAALAH128E078234A,Bitter Sweet Symphony,The Verve,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, soundtrack, 90s, beautiful, britpop",,1.0,"The Verve rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, soundtrack, 90s, beautiful, britpop "
TRUEGXP128F92F7E6D,Say You Will,Kanye West,"electronic, pop, dance, chillout, hip_hop, rnb, downtempo, 00s, chill",Rap,1.0,"Kanye West electronic, pop, dance, chillout, hip_hop, rnb, downtempo, 00s, chill Rap"
TRQUYCQ128F427AE73,Chamber Music,Paolo Nutini,"pop, folk, singer_songwriter, male_vocalists, mellow",Rap,1.0,"Paolo Nutini pop, folk, singer_songwriter, male_vocalists, mellow Rap"
TRYOIRJ128F1489830,Chips Ahoy!,The Hold Steady,"rock, indie, indie_rock, post_punk, guitar",Rock,1.0,"The Hold Steady rock, indie, indie_rock, post_punk, guitar Rock"
TRHQISZ128F148CF1E,Die With Your Boots On,Iron Maiden,"metal, 80s, heavy_metal",Country,1.0,"Iron Maiden metal, 80s, heavy_metal Country"
TRVOYTB128F148D19A,Return Of The Warlord,Manowar,"heavy_metal, power_metal",,1.0,"Manowar heavy_metal, power_metal "
TRVABNY128F147B0C7,Sinners Like Me,Eric Church,country,Country,1.0,Eric Church country Country
TRBVPFA128F42894D2,Love Vigilantes,Iron & Wine,"folk, singer_songwriter, acoustic, cover, mellow",Folk,1.0,"Iron & Wine folk, singer_songwriter, acoustic, cover, mellow Folk"
TRKYFKI128E078E83A,Whose Bed Have Your Boots Been Under?,Shania Twain,country,Country,1.0,Shania Twain country Country
TRXLNLO128E078D3D2,In Cairo,Hot Hot Heat,"alternative, indie, indie_rock, piano, trip_hop",Rock,1.0,"Hot Hot Heat alternative, indie, indie_rock, piano, trip_hop Rock"
TRYDQHN128F92E7199,The Lighthouse's Tale,Nickel Creek,country,Country,1.0,Nickel Creek country Country
TRXDNYP128F147739E,Ashes To Ashes,Northern Kings,"power_metal, cover, symphonic_metal",,1.0,"Northern Kings power_metal, cover, symphonic_metal "
TRIRBKA128F9307358,Guinevere,Eli Young Band,country,Country,1.0,Eli Young Band country Country
TRUJCTB128F14B0F48,At My Window Sad and Lonely,Billy Bragg & Wilco,"folk, country",,1.0,"Billy Bragg & Wilco folk, country "
TRLSCFB12903CE3013,Almost Home,Trent Reznor and Atticus Ross,"electronic, ambient, instrumental, industrial, soundtrack, dark_ambient",Country,1.0,"Trent Reznor and Atticus Ross electronic, ambient, instrumental, industrial, soundtrack, dark_ambient Country"
TRVWQFC12903D0139C,American Ride,Toby Keith,country,Country,1.0,Toby Keith country Country
TRPCZWR128F92F4129,History In The Making,Darius Rucker,country,Country,1.0,Darius Rucker country Country
TRNBFRU128F93269F5,The Soldiering Life,The Decemberists,"indie, folk, indie_pop, 00s, mellow",Rock,1.0,"The Decemberists indie, folk, indie_pop, 00s, mellow Rock"
TRMZYRP128F9326829,The Legionnaire's Lament,The Decemberists,"indie, folk, singer_songwriter, indie_pop",Rock,1.0,"The Decemberists indie, folk, singer_songwriter, indie_pop Rock"
TRILQFS128F4246627,Florida,Modest Mouse,"rock, alternative, indie, alternative_rock, indie_rock, 00s",Folk,1.0,"Modest Mouse rock, alternative, indie, alternative_rock, indie_rock, 00s Folk"
TRXMJMD128F146AE5B,Don't Worry Be Happy,Bobby McFerrin,"pop, jazz, 80s, reggae, male_vocalists, chill",,1.0,"Bobby McFerrin pop, jazz, 80s, reggae, male_vocalists, chill "
TRBOQSZ128F4251497,Pull My Strings,Dead Kennedys,"punk, hardcore, punk_rock",Punk,1.0,"Dead Kennedys punk, hardcore, punk_rock Punk"
TRNIQYK12903CCD224,Everlasting Light,The Black Keys,"rock, indie, indie_rock, blues, blues_rock",,1.0,"The Black Keys rock, indie, indie_rock, blues, blues_rock "
TREJQHN128F92E0A4A,Last Day of Magic,The Kills,"rock, indie, female_vocalists, alternative_rock, indie_rock",Rock,1.0,"The Kills rock, indie, female_vocalists, alternative_rock, indie_rock Rock"
TRHSLQZ128F9339E8F,Surf Wax America,Weezer,"rock, alternative, indie, alternative_rock, indie_rock, 90s, american, emo",Rock,1.0,"Weezer rock, alternative, indie, alternative_rock, indie_rock, 90s, american, emo Rock"
TRTLNUT12903CF4704,Check Yes Juliet,We the Kings,"alternative, alternative_rock, emo, love, pop_rock",Rock,1.0,"We the Kings alternative, alternative_rock, emo, love, pop_rock Rock"
TRARRWQ12903CF4707,August Is Over,We the Kings,"punk, love",Rock,1.0,"We the Kings punk, love Rock"
TREYAOP12903CF470A,Headlines Read Out...,We the Kings,"male_vocalists, emo",Rock,1.0,"We the Kings male_vocalists, emo Rock"
TRAHQJP12903CF4709,Don't Speak Liar,We the Kings,"punk, pop_rock",Rock,1.0,"We the Kings punk, pop_rock Rock"
TRDIGUB128F9330498,Wish We Were Older,Metro Station,"electronic, dance, synthpop",,1.0,"Metro Station electronic, dance, synthpop "
TRERUDZ128F1465259,"Keep It Loose, Keep It Tight",Amos Lee,"jazz, folk, singer_songwriter, soul, acoustic, male_vocalists, love, mellow, chill",,1.0,"Amos Lee jazz, folk, singer_songwriter, soul, acoustic, male_vocalists, love, mellow, chill "
TRBNYBX128F422EC61,Hey There Delilah,Plain White T's,"rock, alternative, indie, pop, indie_rock, acoustic, emo, love, beautiful, mellow",Rock,1.0,"Plain White T's rock, alternative, indie, pop, indie_rock, acoustic, emo, love, beautiful, mellow Rock"
TRZIVHZ128F1465262,Soul Suckers,Amos Lee,"jazz, folk, soul, blues, acoustic, male_vocalists, chill",,1.0,"Amos Lee jazz, folk, soul, blues, acoustic, male_vocalists, chill "
TRFRJAY128F1465267,Black River,Amos Lee,"folk, soul, acoustic, guitar",,1.0,"Amos Lee folk, soul, acoustic, guitar "
TRTUEPW128F9306179,Arms Of A Woman,Amos Lee,"jazz, folk, singer_songwriter, soul, chillout, blues, acoustic, male_vocalists, love, beautiful, guitar, mellow, chill",,1.0,"Amos Lee jazz, folk, singer_songwriter, soul, chillout, blues, acoustic, male_vocalists, love, beautiful, guitar, mellow, chill "
TROKFWT128F1461F0B,We Danced Anyway,Deana Carter,country,Country,1.0,Deana Carter country Country
TRGCHLH12903CB7352,Party In The U.S.A.,The Barden Bellas,"soundtrack, cover",Pop,1.0,"The Barden Bellas soundtrack, cover Pop"
TRZNAHL128F9327D5A,Gears,Miss May I,"metalcore, post_hardcore, screamo",,1.0,"Miss May I metalcore, post_hardcore, screamo "
TRXJRSJ128F9330D11,Bad Sneakers,Steely Dan,"rock, jazz, classic_rock, 70s",,1.0,"Steely Dan rock, jazz, classic_rock, 70s "
TRNBHXU128F92E7F49,I Only Want You,Eagles of Death Metal,"rock, hard_rock",Rock,1.0,"Eagles of Death Metal rock, hard_rock Rock"
TRFHHKY128F92E6AE9,Now I'm A Fool,Eagles of Death Metal,"rock, 00s, blues_rock",Rock,1.0,"Eagles of Death Metal rock, 00s, blues_rock Rock"
TRPKUMW12903CEA9C0,Tempting Time,Animals as Leaders,"instrumental, progressive_metal",,1.0,"Animals as Leaders instrumental, progressive_metal "
TRBQIET128F9310B55,Razor Boy,Steely Dan,"rock, classic_rock, 70s",Rock,1.0,"Steely Dan rock, classic_rock, 70s Rock"
TRGRJEC128F92E7F5C,Miss Alissa,Eagles of Death Metal,"rock, 00s",Rock,1.0,"Eagles of Death Metal rock, 00s Rock"
TRQQGNY128F92E7F58,"Whorehoppin' (Shit, Goddam)",Eagles of Death Metal,"rock, ska",,1.0,"Eagles of Death Metal rock, ska "
TRAGOUM128F4286CDE,Paradigm Shift,Liquid Tension Experiment,"instrumental, progressive_rock, progressive_metal",,1.0,"Liquid Tension Experiment instrumental, progressive_rock, progressive_metal "
TRUJYEJ128F92CEAA9,My Old School,Steely Dan,"rock, jazz, classic_rock, 70s",,1.0,"Steely Dan rock, jazz, classic_rock, 70s "
TRKSBMC12903C980AC,The Golden Age,Beck,"rock, alternative, indie, alternative_rock, folk, indie_rock, singer_songwriter, acoustic, american, male_vocalists, 00s, mellow, chill",Rock,1.0,"Beck rock, alternative, indie, alternative_rock, folk, indie_rock, singer_songwriter, acoustic, american, male_vocalists, 00s, mellow, chill Rock"
TRVZILF128F42748EF,If I Never See Your Face Again,Maroon 5,"rock, alternative, pop, alternative_rock, funk, male_vocalists, 00s, pop_rock",,1.0,"Maroon 5 rock, alternative, pop, alternative_rock, funk, male_vocalists, 00s, pop_rock "
TRJAAFV128F426C35F,Breakin' Dishes,Rihanna,"pop, female_vocalists, dance, hip_hop, rnb, 00s",,1.0,"Rihanna pop, female_vocalists, dance, hip_hop, rnb, 00s "
TRASUJG128F92D6316,I'm Still Breathing,Katy Perry,"pop, female_vocalists, pop_rock",Pop,1.0,"Katy Perry pop, female_vocalists, pop_rock Pop"
TRYMRST128E078373F,Selling The Drama,Live,"rock, alternative, alternative_rock, 90s, grunge",Rock,1.0,"Live rock, alternative, alternative_rock, 90s, grunge Rock"
TRAOALO128F427CB1D,Everyday People,Sly & The Family Stone,"pop, classic_rock, soul, funk, 70s, 60s, oldies",RnB,1.0,"Sly & The Family Stone pop, classic_rock, soul, funk, 70s, 60s, oldies RnB"
TRIDQJA12903CE29CC,Moar Ghosts 'n' Stuff,deadmau5,"electronic, dance, trance, house, electro",,1.0,"deadmau5 electronic, dance, trance, house, electro "
TROOOEJ128F429D59C,Never Know,Jack Johnson,"rock, alternative, pop, singer_songwriter, chillout, acoustic, mellow, chill",Jazz,1.0,"Jack Johnson rock, alternative, pop, singer_songwriter, chillout, acoustic, mellow, chill Jazz"
TRCPXPB128F423EA6A,Velouria,Pixies,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, 90s, american",Rock,1.0,"Pixies rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, 90s, american Rock"
TRVCVLE128C71964BE,New York (Ya Out There),Rakim,hip_hop,Rap,1.0,Rakim hip_hop Rap
TRIUXCQ128F1485B0C,Meccamputechture,The Mars Volta,"experimental, progressive_rock, psychedelic, psychedelic_rock",Rock,1.0,"The Mars Volta experimental, progressive_rock, psychedelic, psychedelic_rock Rock"
TRPXIWX128F429831F,One Minute to Midnight,Justice,"electronic, instrumental, dance, house, techno, electro, french",Electronic,1.0,"Justice electronic, instrumental, dance, house, techno, electro, french Electronic"
TROIPAS128F92FFC35,SexSlaveShip,Flying Lotus,"electronic, instrumental, hip_hop, trip_hop, downtempo",Electronic,1.0,"Flying Lotus electronic, instrumental, hip_hop, trip_hop, downtempo Electronic"
TROYXLJ128F92F0710,Nuvole Nere,Ludovico Einaudi,"classical, piano, new_age",New Age,1.0,"Ludovico Einaudi classical, piano, new_age New Age"
TRPZQFE128F92F06FE,Ora,Ludovico Einaudi,"classical, piano, new_age",,1.0,"Ludovico Einaudi classical, piano, new_age "
TRTWQCV128F429B2FC,Pizza Day,The Aquabats,ska,,1.0,The Aquabats ska 
TRQBUXT128F92F06FB,Una Mattina,Ludovico Einaudi,"ambient, instrumental, chillout, classical, piano, new_age",,1.0,"Ludovico Einaudi ambient, instrumental, chillout, classical, piano, new_age "
TRJUQSQ128F92F0715,Nuvole Bianche,Ludovico Einaudi,"instrumental, classical, piano, beautiful",,1.0,"Ludovico Einaudi instrumental, classical, piano, beautiful "
TRYPCVZ128F92F0706,A Fuoco,Ludovico Einaudi,"instrumental, classical, piano",,1.0,"Ludovico Einaudi instrumental, classical, piano "
TRRXMAP128F4293448,Questa Volta,Ludovico Einaudi,"classical, piano",,1.0,"Ludovico Einaudi classical, piano "
TRGDJVL12903C9AA34,Totalimmortal,AFI,"punk, hardcore, punk_rock",Rock,1.0,"AFI punk, hardcore, punk_rock Rock"
TRQIULA128F4281936,My Heart Is an Apple,Arcade Fire,"alternative, indie, indie_rock, beautiful, 00s, mellow",Rock,1.0,"Arcade Fire alternative, indie, indie_rock, beautiful, 00s, mellow Rock"
TRFLRXQ128F4280CCC,No I in Threesome,Interpol,"rock, alternative, indie, alternative_rock, indie_rock, post_punk",Rock,1.0,"Interpol rock, alternative, indie, alternative_rock, indie_rock, post_punk Rock"
TRFVSOZ128F4281933,I'm Sleeping in a Submarine,Arcade Fire,"rock, alternative, indie, alternative_rock, indie_rock, piano, beautiful",Rock,1.0,"Arcade Fire rock, alternative, indie, alternative_rock, indie_rock, piano, beautiful Rock"
TRUNUJF128F92CA86A,Hiroshima (B B B Benny Hit His Head),Ben Folds,"indie, piano",,1.0,"Ben Folds indie, piano "
TRGDTDK128F42634CD,Die Motherfucker Die,Suicide Commando,industrial,,1.0,Suicide Commando industrial 
TRIPLBA128F427200F,My Moon My Man,Feist,"alternative, indie, pop, female_vocalists, folk, singer_songwriter, indie_pop",,1.0,"Feist alternative, indie, pop, female_vocalists, folk, singer_songwriter, indie_pop "
TRMCTNM128F429358E,Running Up That Hill,Placebo,"rock, alternative, indie, alternative_rock, british, beautiful, cover",,1.0,"Placebo rock, alternative, indie, alternative_rock, british, beautiful, cover "
TRJDRUY128F421480F,Time Version,Easy Star All-Stars,reggae,Reggae,1.0,Easy Star All-Stars reggae Reggae
TRPXPEW128F1486213,Strand Tylösand,Basshunter,"electronic, dance, trance, swedish",,1.0,"Basshunter electronic, dance, trance, swedish "
TREDUHM128F148621C,Professional Party People,Basshunter,"electronic, dance, trance, swedish",,1.0,"Basshunter electronic, dance, trance, swedish "
TRHOEDB128F427A82E,Olympic Airways,Foals,"rock, electronic, alternative, indie, indie_rock, british",Rock,1.0,"Foals rock, electronic, alternative, indie, indie_rock, british Rock"
TRJNPGF128F427A831,Heavy Water,Foals,"electronic, alternative, indie, indie_rock, instrumental, british, post_punk",Rock,1.0,"Foals electronic, alternative, indie, indie_rock, instrumental, british, post_punk Rock"
TRJEWUK128F14602C1,Walking to New Orleans,Fats Domino,"blues, 60s, oldies",,1.0,"Fats Domino blues, 60s, oldies "
TRBVSQT128F427A82F,Electric Bloom,Foals,"electronic, indie, indie_rock, dance, british, electro",Rock,1.0,"Foals electronic, indie, indie_rock, dance, british, electro Rock"
TRRXGAK128EF349F1A,The Way I Are,Timbaland,"pop, dance, rap, hip_hop, rnb",,1.0,"Timbaland pop, dance, rap, hip_hop, rnb "
TRUVWMG128F427A833,Big Big Love (Fig. 2),Foals,"electronic, indie, ambient, indie_rock, british, love",Rock,1.0,"Foals electronic, indie, ambient, indie_rock, british, love Rock"
TRNQOVC128F427A835,Like Swimming,Foals,"electronic, alternative, indie, experimental, indie_rock, instrumental, british",Rock,1.0,"Foals electronic, alternative, indie, experimental, indie_rock, instrumental, british Rock"
TRATTGW128F427A82D,Red Socks Pugie,Foals,"electronic, alternative, indie, indie_rock, british",Rock,1.0,"Foals electronic, alternative, indie, indie_rock, british Rock"
TRYGGLU128F14979AC,The Casualty,Cursive,"alternative, indie, indie_rock, hardcore, punk_rock, post_punk, emo, post_hardcore, grunge",Rock,1.0,"Cursive alternative, indie, indie_rock, hardcore, punk_rock, post_punk, emo, post_hardcore, grunge Rock"
TRODVKZ128F426D462,Art Is Hard,Cursive,"indie, indie_rock, emo",Rock,1.0,"Cursive indie, indie_rock, emo Rock"
TRXGEYU128F42900EC,Underwater World,ATB,trance,Electronic,1.0,ATB trance Electronic
TRNYNSM128F427A82B,The French Open,Foals,"alternative, indie, indie_rock, dance, british",Rock,1.0,"Foals alternative, indie, indie_rock, dance, british Rock"
TRXCTDB128F427A832,"Two Steps, Twice",Foals,"alternative, indie, indie_rock, british, indie_pop",Rock,1.0,"Foals alternative, indie, indie_rock, british, indie_pop Rock"
TRARVWA128E0782562,Buffalo Stance,Neneh Cherry,"pop, dance, 80s, rap, hip_hop",,1.0,"Neneh Cherry pop, dance, 80s, rap, hip_hop "
TROVQCE12903D051C1,The Wild Hunt,The Tallest Man on Earth,"indie, folk, singer_songwriter, acoustic",,1.0,"The Tallest Man on Earth indie, folk, singer_songwriter, acoustic "
TRDBOUF128F14AE683,The Champion,HammerFall,"power_metal, swedish",,1.0,"HammerFall power_metal, swedish "
TRRLNWO128F92F2485,Undantag,Bo Kaspers Orkester,"jazz, swedish",Jazz,1.0,"Bo Kaspers Orkester jazz, swedish Jazz"
TRMNLOT128F1473B10,I Ain't Marching Anymore,Phil Ochs,"folk, 60s",Folk,1.0,"Phil Ochs folk, 60s Folk"
TRGHIJI128F934B287,Atrocious Humanity,Amon Amarth,"death_metal, melodic_death_metal, swedish",,1.0,"Amon Amarth death_metal, melodic_death_metal, swedish "
TRXQOUW128F4281CCC,Mercy Mercy Me (The Ecology),Marvin Gaye,"soul, 70s, rnb",Rock,1.0,"Marvin Gaye soul, 70s, rnb Rock"
TRVBVQP12903CC75B5,Dark & Long,Underworld,"electronic, trance, house, techno",Electronic,1.0,"Underworld electronic, trance, house, techno Electronic"
TRPDJPD12903CF6FE8,The Continent,Steve Roach,"ambient, dark_ambient, new_age",,1.0,"Steve Roach ambient, dark_ambient, new_age "
TRFJAEH128F9301090,Book of Love,Felix Jaehn,"electronic, dance, german, house",Rock,1.0,"Felix Jaehn electronic, dance, german, house Rock"
TROWQGL128E0784BAA,Taylor,Jack Johnson,"rock, alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill",Rock,1.0,"Jack Johnson rock, alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill Rock"
TRGKPNR128F427A71A,All You Ever Wanted,The Black Keys,"rock, indie, alternative_rock, indie_rock, blues, blues_rock",,1.0,"The Black Keys rock, indie, alternative_rock, indie_rock, blues, blues_rock "
TRCKWGF12903CD2DCD,Never Let You Go,Third Eye Blind,"rock, alternative, pop, alternative_rock, 90s, pop_rock",Pop,1.0,"Third Eye Blind rock, alternative, pop, alternative_rock, 90s, pop_rock Pop"
TRRWRKG12903CF0601,Cenotaph,Bolt Thrower,death_metal,Metal,1.0,Bolt Thrower death_metal Metal
TRTNGWT128F42B921F,The Blue Notebooks,Max Richter,"ambient, instrumental, classical, piano, new_age",,1.0,"Max Richter ambient, instrumental, classical, piano, new_age "
TRLQOHU128E0789ED6,The Elder,Insomnium,"death_metal, melodic_death_metal",,1.0,"Insomnium death_metal, melodic_death_metal "
TRZZZHL128F9329CFB,Day Five: Voices,Ayreon,"progressive_rock, progressive_metal, symphonic_metal",,1.0,"Ayreon progressive_rock, progressive_metal, symphonic_metal "
TRPZMCK128F934C24E,The Hero,Amon Amarth,"metal, death_metal, melodic_death_metal",Metal,1.0,"Amon Amarth metal, death_metal, melodic_death_metal Metal"
TRLQDAV12903CF23C8,99,Toto,"rock, pop, classic_rock, 80s, progressive_rock, pop_rock",Metal,1.0,"Toto rock, pop, classic_rock, 80s, progressive_rock, pop_rock Metal"
TRAEIXA128F9320680,Self Portraits Of The Instincts,The Human Abstract,"metalcore, progressive_metal",,1.0,"The Human Abstract metalcore, progressive_metal "
TRYCHKX128F930CD29,From Out Of Nowhere,Five Finger Death Punch,"thrash_metal, melodic_death_metal, cover",,1.0,"Five Finger Death Punch thrash_metal, melodic_death_metal, cover "
TRJRIHX128F147CBC5,Phantom Lord,Metallica,"metal, hard_rock, heavy_metal, thrash_metal",Metal,1.0,"Metallica metal, hard_rock, heavy_metal, thrash_metal Metal"
TRVFNBY128F92FB4CB,Nurture,LFO,"electronic, techno, idm",Metal,1.0,"LFO electronic, techno, idm Metal"
TREAYDQ128F147CC6C,Until It Sleeps,Metallica,"rock, metal, hard_rock, heavy_metal, thrash_metal, 90s",Metal,1.0,"Metallica rock, metal, hard_rock, heavy_metal, thrash_metal, 90s Metal"
TRPYQDZ128F92F1FAC,Americon,Slayer,thrash_metal,Metal,1.0,Slayer thrash_metal Metal
TRXRTCC128F9315B23,Meddle,Little Boots,"electronic, indie, pop, female_vocalists, dance, british, electro",,1.0,"Little Boots electronic, indie, pop, female_vocalists, dance, british, electro "
TRXLQSP128E0792A31,Your Only Friends Are Make Believe,Bloodhound Gang,"rock, alternative_rock, punk_rock",Rock,1.0,"Bloodhound Gang rock, alternative_rock, punk_rock Rock"
TRBUHFP128F9349DB6,Brutal Weapons,Slagsmålsklubben,"electronic, swedish",,1.0,"Slagsmålsklubben electronic, swedish "
TRBVNWT128F93173BA,Help I'm Alive,Metric,"rock, alternative, indie, female_vocalists, indie_rock",Rock,1.0,"Metric rock, alternative, indie, female_vocalists, indie_rock Rock"
TRMPCAK128F93357CA,Crystal Visions,The Big Pink,indie,Rock,1.0,The Big Pink indie Rock
TRSJOLK12903CCAF73,Socker,Kent,"rock, swedish",Electronic,1.0,"Kent rock, swedish Electronic"
